RUN  1
40	20	916.5428036096013
60	20	916.5428036096013
80	20	916.5428036096013
100	20	916.5428036096013
180	40	1320.1460384256013
220	40	1562.8350624256013
260	40	1562.8350624256013
300	40	1729.6453760000004
460	40	1729.6453760000004
500	40	1729.6453760000004
540	40	1729.9331140096012
580	40	1729.9331140096012
620	40	1729.9331140096012
700	40	1729.9331140096012
780	40	1729.9331140096012
860	40	1729.9331140096012
1180	40	1729.9331140096012
1340	40	1729.9331140096012
1500	40	1729.9331140096012
1660	40	1729.9331140096012
2300	40	1729.9331140096012
2620	40	1729.9331140096012
2940	40	1729.9331140096012
3260	40	1729.9331140096012
4540	40	1729.9331140096012
4860	40	1729.9331140096012
5180	40	1729.9331140096012
5500	40	1729.9331140096012
5820	40	1729.9331140096012
6460	40	1729.9331140096012
6780	40	1729.9331140096012
7100	40	1729.9331140096012
7420	40	1729.9331140096012
7740	40	1729.9331140096012
8380	40	1729.9331140096012
9020	40	1729.9331140096012
11580	1280	1748.4338492416
12220	640	3582.1002433536005
12860	640	3582.1002433536005
13500	640	3582.1002433536005
14140	640	3582.1002433536005
15420	640	3582.1002433536005
16700	640	3582.1002433536005
17980	640	3582.1002433536005
23100	640	3582.1002433536005
24380	640	3582.1002433536005
25660	640	3582.1002433536005
26940	640	3582.1002433536005
28220	640	3582.1002433536005
30780	640	3582.1002433536005
32060	640	3582.1002433536005
33340	640	3582.1002433536005
34620	640	3582.1002433536005
35900	640	3582.1002433536005
38460	640	3582.1002433536005
41020	640	3582.1002433536005
51260	5120	3856.9948160000004
53820	5120	3856.9948160000004
56380	5120	3856.9948160000004
58940	5120	3856.9948160000004
61500	5120	3856.9948160000004
66620	5120	3856.9948160000004
69180	5120	3856.9948160000004
71740	5120	3856.9948160000004
74300	5120	3856.9948160000004
76860	5120	3856.9948160000004
81980	5120	3856.9948160000004
87100	5120	3856.9948160000004
107580	5120	3856.9948160000004
RUN  2
40	20	1141.5237759999995
60	20	1525.1876356096
80	20	1525.1876356096
100	20	1525.1876356096
180	20	1525.1876356096
220	20	1525.1876356096
260	20	1525.1876356096
300	40	2123.7264000000005
460	40	2123.7264000000005
500	40	2123.7264000000005
540	40	2123.7264000000005
580	40	2123.7264000000005
620	40	2123.7264000000005
700	40	2123.7264000000005
780	40	2123.7264000000005
860	40	2123.7264000000005
1180	40	2123.7264000000005
1260	40	2123.7264000000005
1340	40	2123.7264000000005
1420	40	2123.7264000000005
1500	40	2123.7264000000005
1660	40	2123.7264000000005
1740	40	2123.7264000000005
1820	40	2123.7264000000005
